year,experience_ord,role_encoded,num_skills,skill_count,avg_skill_trend_score,demand_index,salary_vs_median,salary_cagr_5yr,future_proof,salary_usd,automation_risk,job_role,experience_level,risk_label
2021,1,7,5,5,6.96,124.9,1.373,0.1045,0,150389.0,0.517,Data Engineer,Entry,High Risk
2021,1,1,3,3,7.17,100.4,0.823,0.0589,0,90166.0,0.683,Accountant,Entry,High Risk
2023,3,20,5,5,6.4,114.3,0.956,0.0651,0,185931.0,0.98,SQL Developer,Senior,Critical Risk
2020,1,21,6,6,6.32,117.8,1.126,0.044,0,123330.0,0.8,Software Developer,Entry,Critical Risk
2023,4,5,4,4,6.02,123.0,0.737,0.0492,0,169552.0,0.98,Content Strategist,Lead,Critical Risk
2025,2,9,3,3,5.9,149.7,1.085,0.061,0,161411.0,0.766,DevOps Engineer,Mid,Critical Risk
2022,1,9,3,3,6.0,123.4,1.123,0.061,0,122981.0,0.793,DevOps Engineer,Entry,Critical Risk
2022,2,18,4,4,3.82,115.3,0.687,0.0194,0,102205.0,0.98,QA Engineer,Mid,Critical Risk
2023,3,22,3,3,8.27,147.0,1.0,0.0662,1,194484.0,0.05,Statistician,Senior,Low Risk
2023,2,10,3,3,8.87,117.8,0.934,0.0445,1,138964.0,0.132,Digital Marketer,Mid,Low Risk
2023,4,16,3,3,6.67,130.0,0.771,0.0783,0,177311.0,0.817,Operations Analyst,Lead,Critical Risk
2019,5,7,6,6,6.98,106.1,1.34,0.1045,0,342732.0,0.325,Data Engineer,Principal,Moderate Risk
2019,3,4,3,3,6.93,112.4,1.312,0.0635,0,255215.0,0.214,Cloud Architect,Senior,Low Risk
2021,4,14,5,5,4.42,96.9,0.625,0.0167,0,143730.0,0.98,IT Support Specialist,Lead,Critical Risk
2025,5,12,3,3,4.87,157.1,0.856,0.0709,0,218981.0,0.98,Financial Analyst,Principal,Critical Risk
2022,4,4,5,5,7.2,114.7,1.53,0.0635,0,351866.0,0.411,Cloud Architect,Lead,Moderate Risk
2023,5,5,6,6,7.88,114.3,1.278,0.0492,1,326811.0,0.3,Content Strategist,Principal,Moderate Risk
2024,2,17,5,5,6.68,131.5,1.399,0.0733,0,208136.0,0.587,Product Manager,Mid,High Risk
2019,3,0,4,4,7.5,99.3,1.42,0.0761,1,276218.0,0.05,AI Engineer,Senior,Low Risk
2020,3,23,4,4,4.85,110.4,0.662,0.0549,0,128791.0,0.98,Supply Chain Analyst,Senior,Critical Risk
2023,5,3,3,3,6.53,115.6,0.825,0.072,0,211010.0,0.701,Business Analyst,Principal,High Risk
2021,4,12,4,4,7.22,107.7,0.919,0.0709,0,211505.0,0.628,Financial Analyst,Lead,High Risk
2025,4,15,5,5,5.82,168.3,1.595,0.0728,0,366910.0,0.98,Machine Learning Engineer,Lead,Critical Risk
2021,2,8,4,4,8.15,116.1,1.317,0.0881,1,195814.0,0.05,Data Scientist,Mid,Low Risk
2023,1,23,6,6,6.23,133.5,1.187,0.0549,0,129965.0,0.941,Supply Chain Analyst,Entry,Critical Risk
2024,1,13,4,4,5.08,146.6,0.596,0.015,0,65318.0,0.98,HR Analyst,Entry,Critical Risk
2021,2,10,6,6,7.5,115.1,1.16,0.0445,0,172584.0,0.652,Digital Marketer,Mid,High Risk
2024,1,20,6,6,6.48,101.8,1.1,0.0651,0,120466.0,0.98,SQL Developer,Entry,Critical Risk
2021,4,1,5,5,7.28,124.8,0.971,0.0589,0,223453.0,0.724,Accountant,Lead,High Risk
2021,4,23,5,5,8.1,105.5,1.052,0.0549,1,241887.0,0.05,Supply Chain Analyst,Lead,Low Risk
2025,4,0,4,4,7.15,136.3,1.592,0.0761,0,366233.0,0.35,AI Engineer,Lead,Moderate Risk
2021,1,23,4,4,3.4,122.1,0.667,0.0549,0,73087.0,0.98,Supply Chain Analyst,Entry,Critical Risk
2023,2,18,5,5,5.28,79.5,0.869,0.0194,0,129224.0,0.98,QA Engineer,Mid,Critical Risk
2025,3,4,6,6,6.95,120.7,1.646,0.0635,0,320074.0,0.233,Cloud Architect,Senior,Low Risk
2024,3,11,6,6,7.4,130.2,1.0,-0.0074,0,194507.0,0.625,Excel Analyst,Senior,High Risk
2019,5,1,3,3,4.2,90.2,0.625,0.0589,0,159758.0,0.98,Accountant,Principal,Critical Risk
2025,3,16,3,3,6.3,126.0,0.848,0.0783,0,164967.0,0.98,Operations Analyst,Senior,Critical Risk
2023,2,20,4,4,7.35,101.2,1.138,0.0651,1,169288.0,0.33,SQL Developer,Mid,Moderate Risk
2020,2,19,3,3,6.3,108.1,0.627,0.0467,0,93309.0,0.98,SEO Specialist,Mid,Critical Risk
2025,1,10,5,5,4.56,133.4,0.769,0.0445,0,84181.0,0.98,Digital Marketer,Entry,Critical Risk
2021,1,17,4,4,3.58,110.7,1.012,0.0733,0,110817.0,0.98,Product Manager,Entry,Critical Risk
2019,4,5,4,4,3.97,96.2,0.596,0.0492,0,137012.0,0.98,Content Strategist,Lead,Critical Risk
2025,3,1,3,3,8.33,115.0,0.858,0.0589,0,166807.0,0.414,Accountant,Senior,Moderate Risk
2021,5,13,5,5,7.96,113.2,1.018,0.015,1,260347.0,0.05,HR Analyst,Principal,Low Risk
2024,5,19,3,3,5.7,152.4,0.63,0.0467,0,161248.0,0.98,SEO Specialist,Principal,Critical Risk
2025,1,19,3,3,5.93,136.1,0.592,0.0467,0,64863.0,0.98,SEO Specialist,Entry,Critical Risk
2022,1,12,4,4,5.2,123.7,0.994,0.0709,0,108813.0,0.98,Financial Analyst,Entry,Critical Risk
2020,5,10,4,4,5.18,105.2,0.649,0.0445,0,166108.0,0.98,Digital Marketer,Principal,Critical Risk
2025,2,12,5,5,6.26,121.1,1.064,0.0709,0,158260.0,0.98,Financial Analyst,Mid,Critical Risk
2021,5,16,3,3,6.13,120.2,0.781,0.0783,0,199656.0,0.805,Operations Analyst,Principal,Critical Risk
2025,5,10,4,4,6.45,135.9,0.871,0.0445,0,222733.0,0.79,Digital Marketer,Principal,Critical Risk
2025,1,17,3,3,6.07,113.6,1.053,0.0733,0,115336.0,0.733,Product Manager,Entry,High Risk
2023,1,17,6,6,7.42,133.2,1.556,0.0733,0,170436.0,0.515,Product Manager,Entry,High Risk
2023,2,10,6,6,6.72,122.9,0.947,0.0445,0,140857.0,0.98,Digital Marketer,Mid,Critical Risk
2021,3,1,4,4,6.93,115.8,0.799,0.0589,0,155418.0,0.933,Accountant,Senior,Critical Risk
2024,5,9,6,6,6.33,109.2,1.463,0.061,0,374100.0,0.98,DevOps Engineer,Principal,Critical Risk
2024,1,10,4,4,8.6,123.6,1.077,0.0445,1,117898.0,0.05,Digital Marketer,Entry,Low Risk
2020,1,20,5,5,7.74,99.0,1.108,0.0651,1,121307.0,0.293,SQL Developer,Entry,Moderate Risk
2024,2,19,4,4,5.35,128.0,0.766,0.0467,0,113963.0,0.98,SEO Specialist,Mid,Critical Risk
2024,3,0,5,5,5.52,142.1,1.5,0.0761,0,291777.0,0.98,AI Engineer,Senior,Critical Risk
2019,2,17,5,5,6.06,99.0,1.216,0.0733,0,180909.0,0.604,Product Manager,Mid,High Risk
2025,3,21,5,5,1.84,159.4,0.836,0.044,0,162556.0,0.98,Software Developer,Senior,Critical Risk
2020,1,2,3,3,4.23,109.6,0.721,0.0454,0,78943.0,0.98,BI Developer,Entry,Critical Risk
2022,3,6,4,4,6.12,124.4,0.775,0.0674,0,150732.0,0.616,Data Analyst,Senior,High Risk
2021,5,0,6,6,4.8,115.1,1.366,0.0761,0,349413.0,0.98,AI Engineer,Principal,Critical Risk
2023,5,4,4,4,5.6,140.6,1.448,0.0635,0,370331.0,0.98,Cloud Architect,Principal,Critical Risk
2025,5,18,5,5,5.36,102.1,0.997,0.0194,0,254889.0,0.98,QA Engineer,Principal,Critical Risk
2019,4,9,4,4,6.32,102.5,0.953,0.061,0,219134.0,0.474,DevOps Engineer,Lead,Moderate Risk
2024,2,6,4,4,7.75,112.9,1.08,0.0674,1,160605.0,0.192,Data Analyst,Mid,Low Risk
2021,5,22,5,5,6.8,107.8,1.128,0.0662,0,288413.0,0.558,Statistician,Principal,High Risk
2024,3,16,3,3,3.4,157.6,0.609,0.0783,0,118498.0,0.98,Operations Analyst,Senior,Critical Risk
2024,4,14,3,3,9.27,114.6,0.893,0.0167,1,205303.0,0.165,IT Support Specialist,Lead,Low Risk
2024,2,7,6,6,5.4,114.7,1.338,0.1045,0,198953.0,0.98,Data Engineer,Mid,Critical Risk
2019,3,19,3,3,4.67,105.0,0.617,0.0467,0,120068.0,0.98,SEO Specialist,Senior,Critical Risk
2021,2,16,3,3,5.77,115.3,0.585,0.0783,0,87023.0,0.945,Operations Analyst,Mid,Critical Risk
2024,1,3,4,4,7.3,138.1,1.111,0.072,0,121709.0,0.363,Business Analyst,Entry,Moderate Risk
2021,2,1,4,4,3.97,102.6,0.657,0.0589,0,97675.0,0.98,Accountant,Mid,Critical Risk
2023,1,9,3,3,6.73,113.5,1.155,0.061,0,126481.0,0.349,DevOps Engineer,Entry,Moderate Risk
2019,1,2,3,3,4.33,99.7,0.724,0.0454,0,79281.0,0.98,BI Developer,Entry,Critical Risk
2024,4,9,5,5,3.2,146.6,1.012,0.061,0,232856.0,0.98,DevOps Engineer,Lead,Critical Risk
2024,3,7,5,5,7.82,134.2,1.62,0.1045,1,315152.0,0.05,Data Engineer,Senior,Low Risk
2025,3,20,5,5,6.8,93.8,1.137,0.0651,0,221182.0,0.666,SQL Developer,Senior,High Risk
2021,5,9,3,3,4.67,114.1,0.927,0.061,0,237119.0,0.98,DevOps Engineer,Principal,Critical Risk
2023,4,20,4,4,6.3,123.1,0.923,0.0651,0,212415.0,0.773,SQL Developer,Lead,Critical Risk
2025,1,22,5,5,8.54,151.4,1.396,0.0662,1,152900.0,0.05,Statistician,Entry,Low Risk
2024,4,2,5,5,6.32,124.5,1.06,0.0454,0,243771.0,0.98,BI Developer,Lead,Critical Risk
2019,3,13,6,6,6.62,102.9,1.053,0.015,0,204877.0,0.98,HR Analyst,Senior,Critical Risk
2021,4,2,3,3,3.87,114.2,0.681,0.0454,0,156624.0,0.98,BI Developer,Lead,Critical Risk
2023,4,16,4,4,5.55,114.0,0.874,0.0783,0,201122.0,0.98,Operations Analyst,Lead,Critical Risk
2024,3,21,3,3,5.97,160.4,0.998,0.044,0,194053.0,0.842,Software Developer,Senior,Critical Risk
2022,1,12,4,4,5.45,121.2,0.894,0.0709,0,97869.0,0.98,Financial Analyst,Entry,Critical Risk
2023,2,7,3,3,4.17,105.6,1.073,0.1045,0,159521.0,0.98,Data Engineer,Mid,Critical Risk
2021,4,14,3,3,6.4,116.5,0.635,0.0167,0,145975.0,0.98,IT Support Specialist,Lead,Critical Risk
2021,1,0,4,4,6.85,107.9,1.438,0.0761,0,157449.0,0.285,AI Engineer,Entry,Moderate Risk
2023,1,9,5,5,6.48,140.4,1.262,0.061,0,138245.0,0.646,DevOps Engineer,Entry,High Risk
2022,4,23,3,3,8.4,130.8,0.929,0.0549,1,213751.0,0.05,Supply Chain Analyst,Lead,Low Risk
2020,3,21,6,6,6.27,100.5,1.235,0.044,0,240101.0,0.695,Software Developer,Senior,High Risk
2023,2,2,5,5,4.98,130.1,0.85,0.0454,0,126487.0,0.98,BI Developer,Mid,Critical Risk
2019,2,13,4,4,8.78,97.9,0.881,0.015,1,131015.0,0.05,HR Analyst,Mid,Low Risk
2022,2,13,5,5,5.84,109.2,0.797,0.015,0,118517.0,0.98,HR Analyst,Mid,Critical Risk
2022,2,2,3,3,5.97,119.0,0.898,0.0454,0,133512.0,0.567,BI Developer,Mid,High Risk
2024,4,15,5,5,5.92,135.6,1.335,0.0728,0,307087.0,0.921,Machine Learning Engineer,Lead,Critical Risk
2022,4,13,5,5,5.72,123.6,0.82,0.015,0,188715.0,0.98,HR Analyst,Lead,Critical Risk
2025,5,14,5,5,5.36,93.7,0.877,0.0167,0,224432.0,0.98,IT Support Specialist,Principal,Critical Risk
2022,4,19,3,3,4.77,114.0,0.611,0.0467,0,140472.0,0.98,SEO Specialist,Lead,Critical Risk
2023,4,1,6,6,8.65,111.8,1.34,0.0589,1,308186.0,0.05,Accountant,Lead,Low Risk
2023,3,23,5,5,5.1,139.8,0.854,0.0549,0,166005.0,0.98,Supply Chain Analyst,Senior,Critical Risk
2020,3,0,6,6,6.85,100.1,1.664,0.0761,0,323588.0,0.613,AI Engineer,Senior,High Risk
2019,4,19,3,3,8.07,101.8,0.742,0.0467,1,170687.0,0.333,SEO Specialist,Lead,Moderate Risk
2024,4,10,6,6,4.42,140.2,0.736,0.0445,0,169229.0,0.98,Digital Marketer,Lead,Critical Risk
2019,3,4,3,3,5.87,106.8,1.097,0.0635,0,213440.0,0.469,Cloud Architect,Senior,Moderate Risk
2024,3,17,3,3,6.7,140.5,1.283,0.0733,0,249515.0,0.54,Product Manager,Senior,High Risk
2024,4,8,5,5,5.5,152.5,1.158,0.0881,0,266264.0,0.98,Data Scientist,Lead,Critical Risk
2024,3,3,4,4,5.02,140.6,0.768,0.072,0,149358.0,0.98,Business Analyst,Senior,Critical Risk
2020,5,22,6,6,7.7,94.2,1.32,0.0662,1,337491.0,0.141,Statistician,Principal,Low Risk
2025,2,18,6,6,5.3,95.6,1.154,0.0194,0,171655.0,0.98,QA Engineer,Mid,Critical Risk
2024,2,4,5,5,3.48,147.6,1.091,0.0635,0,162298.0,0.98,Cloud Architect,Mid,Critical Risk
2024,3,1,6,6,6.17,151.0,1.077,0.0589,0,209478.0,0.98,Accountant,Senior,Critical Risk
2020,4,14,4,4,6.78,96.8,0.743,0.0167,0,170880.0,0.889,IT Support Specialist,Lead,Critical Risk
2023,4,8,3,3,6.2,119.6,1.043,0.0881,0,239957.0,0.479,Data Scientist,Lead,Moderate Risk
2021,4,4,4,4,6.3,115.4,1.369,0.0635,0,314921.0,0.539,Cloud Architect,Lead,High Risk
2022,3,6,4,4,6.38,135.5,0.74,0.0674,0,143902.0,0.635,Data Analyst,Senior,High Risk
2019,4,15,3,3,7.53,97.6,1.265,0.0728,1,291004.0,0.05,Machine Learning Engineer,Lead,Low Risk
2025,4,17,5,5,5.84,130.7,1.247,0.0733,0,286898.0,0.98,Product Manager,Lead,Critical Risk
2021,1,13,6,6,7.02,111.3,1.016,0.015,0,111255.0,0.677,HR Analyst,Entry,High Risk
2022,2,2,3,3,6.17,127.3,0.876,0.0454,0,130230.0,0.755,BI Developer,Mid,Critical Risk
2024,1,2,6,6,5.13,129.2,0.951,0.0454,0,104094.0,0.98,BI Developer,Entry,Critical Risk
2023,5,1,6,6,7.1,125.9,1.231,0.0589,0,314870.0,0.846,Accountant,Principal,Critical Risk
2024,3,8,6,6,8.23,142.1,1.523,0.0881,1,296250.0,0.05,Data Scientist,Senior,Low Risk
2020,4,2,4,4,9.02,106.7,1.174,0.0454,1,270104.0,0.05,BI Developer,Lead,Low Risk
2022,5,11,4,4,6.5,116.1,0.775,-0.0074,0,198225.0,0.98,Excel Analyst,Principal,Critical Risk
2025,2,4,3,3,6.97,154.4,1.448,0.0635,0,215429.0,0.312,Cloud Architect,Mid,Moderate Risk
2022,4,5,6,6,5.2,128.9,0.839,0.0492,0,192948.0,0.98,Content Strategist,Lead,Critical Risk
2023,1,16,3,3,6.0,143.1,0.912,0.0783,0,99873.0,0.627,Operations Analyst,Entry,High Risk
2024,3,3,6,6,6.3,150.2,1.105,0.072,0,214953.0,0.98,Business Analyst,Senior,Critical Risk
2023,2,15,5,5,6.82,119.6,1.471,0.0728,0,218774.0,0.219,Machine Learning Engineer,Mid,Low Risk
2021,1,13,4,4,7.1,122.6,0.987,0.015,0,108110.0,0.693,HR Analyst,Entry,High Risk
2021,3,14,3,3,6.2,101.2,0.612,0.0167,0,118934.0,0.98,IT Support Specialist,Senior,Critical Risk
2020,5,9,5,5,5.18,101.8,1.197,0.061,0,306127.0,0.98,DevOps Engineer,Principal,Critical Risk
2022,3,23,4,4,5.15,115.2,0.731,0.0549,0,142175.0,0.98,Supply Chain Analyst,Senior,Critical Risk
2020,2,6,4,4,7.48,112.1,0.877,0.0674,1,130378.0,0.297,Data Analyst,Mid,Moderate Risk
2024,4,5,4,4,5.7,151.9,0.788,0.0492,0,181313.0,0.98,Content Strategist,Lead,Critical Risk
2021,3,5,4,4,6.52,111.9,0.803,0.0492,0,156110.0,0.98,Content Strategist,Senior,Critical Risk
2022,1,6,5,5,7.28,127.8,0.946,0.0674,0,103643.0,0.493,Data Analyst,Entry,Moderate Risk
2025,2,15,6,6,5.43,164.9,1.436,0.0728,0,213618.0,0.98,Machine Learning Engineer,Mid,Critical Risk
2021,1,23,5,5,6.52,117.7,0.927,0.0549,0,101479.0,0.919,Supply Chain Analyst,Entry,Critical Risk
2025,1,8,4,4,4.95,128.7,1.197,0.0881,0,131085.0,0.98,Data Scientist,Entry,Critical Risk
2024,2,11,3,3,5.8,106.0,0.63,-0.0074,0,93688.0,0.98,Excel Analyst,Mid,Critical Risk
2024,1,20,5,5,6.36,120.2,1.027,0.0651,0,112495.0,0.98,SQL Developer,Entry,Critical Risk
2022,5,15,3,3,8.3,116.3,1.364,0.0728,1,348945.0,0.05,Machine Learning Engineer,Principal,Low Risk
2022,1,20,4,4,5.75,83.8,0.826,0.0651,0,90445.0,0.977,SQL Developer,Entry,Critical Risk
2022,4,15,6,6,5.48,125.2,1.312,0.0728,0,301862.0,0.98,Machine Learning Engineer,Lead,Critical Risk
2020,5,4,5,5,5.28,103.0,1.348,0.0635,0,344701.0,0.98,Cloud Architect,Principal,Critical Risk
2021,5,23,6,6,7.73,123.0,1.349,0.0549,1,345092.0,0.274,Supply Chain Analyst,Principal,Moderate Risk
2023,4,10,3,3,3.93,128.0,0.577,0.0445,0,132752.0,0.98,Digital Marketer,Lead,Critical Risk
2025,3,14,4,4,6.95,98.6,0.775,0.0167,0,150817.0,0.98,IT Support Specialist,Senior,Critical Risk
2021,5,4,5,5,5.1,108.2,1.314,0.0635,0,336151.0,0.98,Cloud Architect,Principal,Critical Risk
2020,2,21,4,4,6.45,107.3,1.019,0.044,0,151625.0,0.697,Software Developer,Mid,High Risk
2022,3,17,6,6,5.38,117.6,1.336,0.0733,0,259832.0,0.98,Product Manager,Senior,Critical Risk
2021,3,17,6,6,5.5,114.1,1.049,0.0733,0,204049.0,0.98,Product Manager,Senior,Critical Risk
2022,2,9,3,3,4.43,111.0,0.929,0.061,0,138223.0,0.98,DevOps Engineer,Mid,Critical Risk
2024,3,22,5,5,6.4,144.4,1.06,0.0662,0,206223.0,0.437,Statistician,Senior,Moderate Risk
2020,5,20,5,5,9.04,103.9,1.412,0.0651,1,361065.0,0.05,SQL Developer,Principal,Low Risk
2024,4,12,6,6,6.62,115.1,1.137,0.0709,0,261508.0,0.822,Financial Analyst,Lead,Critical Risk
2024,3,4,6,6,7.62,128.1,1.843,0.0635,1,358481.0,0.104,Cloud Architect,Senior,Low Risk
2025,4,17,5,5,7.04,113.6,1.374,0.0733,1,316169.0,0.194,Product Manager,Lead,Low Risk
2023,3,19,5,5,6.16,140.3,0.94,0.0467,0,182836.0,0.98,SEO Specialist,Senior,Critical Risk
2024,3,16,4,4,8.68,138.7,1.13,0.0783,1,219861.0,0.05,Operations Analyst,Senior,Low Risk
2021,3,20,3,3,6.4,107.2,0.844,0.0651,0,164230.0,0.958,SQL Developer,Senior,Critical Risk
2022,1,10,5,5,7.58,129.8,0.962,0.0445,0,105339.0,0.351,Digital Marketer,Entry,Moderate Risk
2021,4,19,5,5,4.56,119.7,0.679,0.0467,0,156245.0,0.98,SEO Specialist,Lead,Critical Risk
2023,5,2,6,6,4.32,116.1,1.012,0.0454,0,258809.0,0.98,BI Developer,Principal,Critical Risk
2021,4,14,3,3,4.93,99.3,0.606,0.0167,0,139428.0,0.98,IT Support Specialist,Lead,Critical Risk
2023,4,16,5,5,6.16,117.3,0.843,0.0783,0,193990.0,0.98,Operations Analyst,Lead,Critical Risk
2020,2,22,6,6,4.43,108.5,0.841,0.0662,0,125023.0,0.98,Statistician,Mid,Critical Risk
2024,2,12,4,4,9.32,139.1,1.261,0.0709,1,187543.0,0.05,Financial Analyst,Mid,Low Risk
2025,2,3,3,3,6.1,160.6,0.873,0.072,0,129903.0,0.98,Business Analyst,Mid,Critical Risk
2020,2,0,4,4,7.2,100.8,1.367,0.0761,0,203285.0,0.363,AI Engineer,Mid,Moderate Risk
2022,4,15,4,4,8.28,109.8,1.376,0.0728,1,316521.0,0.05,Machine Learning Engineer,Lead,Low Risk
2022,1,12,3,3,6.77,106.0,0.937,0.0709,0,102578.0,0.845,Financial Analyst,Entry,Critical Risk
2022,5,17,6,6,7.17,115.6,1.535,0.0733,0,392656.0,0.573,Product Manager,Principal,High Risk
2019,1,14,6,6,7.53,87.9,1.101,0.0167,1,120567.0,0.349,IT Support Specialist,Entry,Moderate Risk
2025,3,13,6,6,6.23,120.2,0.992,0.015,0,192880.0,0.98,HR Analyst,Senior,Critical Risk
2025,2,11,4,4,6.45,130.6,0.74,-0.0074,0,110046.0,0.98,Excel Analyst,Mid,Critical Risk
2019,2,1,6,6,5.25,95.1,0.825,0.0589,0,122718.0,0.98,Accountant,Mid,Critical Risk
2024,2,23,4,4,8.6,127.1,1.019,0.0549,1,151526.0,0.05,Supply Chain Analyst,Mid,Low Risk
2021,5,22,3,3,8.53,100.4,1.066,0.0662,1,272740.0,0.05,Statistician,Principal,Low Risk
2025,4,7,6,6,4.32,115.3,1.277,0.1045,0,293829.0,0.98,Data Engineer,Lead,Critical Risk
2021,1,11,3,3,7.6,111.4,0.666,-0.0074,0,72895.0,0.514,Excel Analyst,Entry,High Risk
2023,2,14,5,5,7.04,107.2,0.977,0.0167,0,145241.0,0.896,IT Support Specialist,Mid,Critical Risk
2023,1,23,4,4,6.52,133.7,0.949,0.0549,0,103922.0,0.486,Supply Chain Analyst,Entry,Moderate Risk
2020,1,23,5,5,7.6,115.2,1.162,0.0549,1,127223.0,0.285,Supply Chain Analyst,Entry,Moderate Risk
2021,4,4,5,5,7.32,126.6,1.491,0.0635,1,343045.0,0.346,Cloud Architect,Lead,Moderate Risk
2023,1,17,4,4,7.3,109.4,1.398,0.0733,0,153073.0,0.528,Product Manager,Entry,High Risk
2025,2,11,3,3,3.97,99.6,0.496,-0.0074,0,73795.0,0.98,Excel Analyst,Mid,Critical Risk
2024,4,12,6,6,6.17,136.9,1.072,0.0709,0,246647.0,0.98,Financial Analyst,Lead,Critical Risk
2023,3,4,5,5,3.62,133.5,1.221,0.0635,0,237405.0,0.98,Cloud Architect,Senior,Critical Risk
2019,3,23,3,3,6.03,104.5,0.72,0.0549,0,140008.0,0.465,Supply Chain Analyst,Senior,Moderate Risk
2023,1,7,3,3,5.77,120.0,1.099,0.1045,0,120388.0,0.661,Data Engineer,Entry,High Risk
2025,3,9,3,3,6.23,146.8,1.175,0.061,0,228494.0,0.905,DevOps Engineer,Senior,Critical Risk
2023,2,20,4,4,5.5,124.6,0.867,0.0651,0,128964.0,0.98,SQL Developer,Mid,Critical Risk
2023,5,5,5,5,6.86,117.5,0.983,0.0492,0,251523.0,0.626,Content Strategist,Principal,High Risk
2019,2,23,4,4,4.53,95.8,0.62,0.0549,0,92169.0,0.98,Supply Chain Analyst,Mid,Critical Risk
2019,3,21,6,6,7.37,95.6,1.317,0.044,1,256072.0,0.197,Software Developer,Senior,Low Risk
2021,5,16,3,3,6.43,110.6,0.803,0.0783,0,205328.0,0.831,Operations Analyst,Principal,Critical Risk
2022,2,2,6,6,7.67,115.3,1.248,0.0454,1,185591.0,0.183,BI Developer,Mid,Low Risk
2021,4,7,4,4,6.7,103.9,1.174,0.1045,0,269991.0,0.53,Data Engineer,Lead,High Risk
2021,1,6,3,3,2.1,110.8,0.567,0.0674,0,62134.0,0.98,Data Analyst,Entry,Critical Risk
2024,3,14,6,6,6.52,122.4,1.07,0.0167,0,208194.0,0.98,IT Support Specialist,Senior,Critical Risk
2019,3,21,6,6,5.5,95.2,1.15,0.044,0,223743.0,0.98,Software Developer,Senior,Critical Risk
2019,5,8,4,4,3.35,110.5,0.864,0.0881,0,221059.0,0.98,Data Scientist,Principal,Critical Risk
2022,1,18,5,5,6.86,115.9,1.013,0.0194,0,110959.0,0.98,QA Engineer,Entry,Critical Risk
2021,1,9,6,6,5.17,115.0,1.061,0.061,0,116198.0,0.98,DevOps Engineer,Entry,Critical Risk
2019,4,16,6,6,5.12,103.0,0.809,0.0783,0,186153.0,0.98,Operations Analyst,Lead,Critical Risk
2025,1,13,3,3,6.47,139.4,0.811,0.015,0,88793.0,0.937,HR Analyst,Entry,Critical Risk
2024,4,1,5,5,2.96,145.5,0.621,0.0589,0,142817.0,0.98,Accountant,Lead,Critical Risk
2019,4,21,4,4,7.18,95.1,1.116,0.044,0,256674.0,0.564,Software Developer,Lead,High Risk
2022,4,6,5,5,6.86,100.6,0.993,0.0674,0,228479.0,0.422,Data Analyst,Lead,Moderate Risk
2022,3,16,5,5,4.76,104.6,0.726,0.0783,0,141168.0,0.98,Operations Analyst,Senior,Critical Risk
2022,3,8,4,4,7.58,137.1,1.242,0.0881,1,241464.0,0.256,Data Scientist,Senior,Moderate Risk
2019,4,13,6,6,6.23,100.2,0.912,0.015,0,209815.0,0.98,HR Analyst,Lead,Critical Risk
2022,3,9,4,4,9.25,113.6,1.457,0.061,1,283348.0,0.05,DevOps Engineer,Senior,Low Risk
2021,5,5,4,4,5.3,102.3,0.727,0.0492,0,186008.0,0.98,Content Strategist,Principal,Critical Risk
2019,5,16,4,4,6.6,98.3,0.905,0.0783,0,231539.0,0.595,Operations Analyst,Principal,High Risk
2022,3,15,3,3,8.3,136.9,1.311,0.0728,1,254944.0,0.05,Machine Learning Engineer,Senior,Low Risk
2020,2,19,6,6,3.05,111.6,0.494,0.0467,0,73541.0,0.98,SEO Specialist,Mid,Critical Risk
2025,2,20,4,4,5.1,140.8,0.815,0.0651,0,121222.0,0.98,SQL Developer,Mid,Critical Risk
2022,5,19,6,6,5.23,126.9,0.87,0.0467,0,222451.0,0.98,SEO Specialist,Principal,Critical Risk
2022,3,17,6,6,6.15,110.7,1.338,0.0733,0,260214.0,0.98,Product Manager,Senior,Critical Risk
2024,3,7,4,4,4.98,136.3,1.175,0.1045,0,228578.0,0.965,Data Engineer,Senior,Critical Risk
2021,5,15,4,4,5.55,109.8,1.194,0.0728,0,305312.0,0.84,Machine Learning Engineer,Principal,Critical Risk
2023,4,14,3,3,8.5,111.1,0.82,0.0167,1,188509.0,0.318,IT Support Specialist,Lead,Moderate Risk
2024,3,3,3,3,6.73,157.5,0.927,0.072,0,180274.0,0.636,Business Analyst,Senior,High Risk
2021,3,12,6,6,6.05,114.4,0.889,0.0709,0,172951.0,0.98,Financial Analyst,Senior,Critical Risk
2021,3,19,6,6,5.28,120.0,0.744,0.0467,0,144746.0,0.98,SEO Specialist,Senior,Critical Risk
2023,3,3,3,3,6.6,128.1,0.817,0.072,0,158945.0,0.572,Business Analyst,Senior,High Risk
2020,2,17,4,4,5.88,114.2,1.141,0.0733,0,169747.0,0.98,Product Manager,Mid,Critical Risk
2024,3,15,6,6,4.1,140.7,1.183,0.0728,0,230088.0,0.98,Machine Learning Engineer,Senior,Critical Risk
2020,2,4,5,5,6.98,99.9,1.453,0.0635,0,216120.0,0.311,Cloud Architect,Mid,Moderate Risk
2021,2,21,3,3,6.2,106.0,1.048,0.044,0,155914.0,0.704,Software Developer,Mid,High Risk
2021,5,6,3,3,6.7,98.7,0.848,0.0674,0,216822.0,0.707,Data Analyst,Principal,High Risk
2023,1,6,5,5,4.8,111.5,0.856,0.0674,0,93794.0,0.98,Data Analyst,Entry,Critical Risk
2020,5,20,4,4,5.28,94.3,0.903,0.0651,0,230984.0,0.98,SQL Developer,Principal,Critical Risk
